position	matches	mismatches	insertions	deletions	flank	sample	locus_id
97,-98,319,1,0,1,left,HG00118_realigned.bam,chr1_15240_15252
98,-99,319,1,0,1,left,HG00118_realigned.bam,chr1_15240_15252
99,-100,319,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
100,-101,319,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
101,-102,319,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
102,-103,319,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
103,-104,318,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
104,-105,315,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
105,-106,316,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
106,-107,315,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
107,-108,316,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
108,-109,316,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
109,-110,315,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
110,-111,313,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
111,-112,313,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
112,-113,313,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
113,-114,313,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
114,-115,312,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
115,-116,310,3,0,0,left,HG00118_realigned.bam,chr1_15240_15252
116,-117,311,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
117,-118,311,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
118,-119,309,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
119,-120,311,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
120,-121,310,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
121,-122,306,4,0,0,left,HG00118_realigned.bam,chr1_15240_15252
122,-123,308,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
123,-124,310,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
124,-125,310,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
125,-126,309,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
126,-127,300,9,0,0,left,HG00118_realigned.bam,chr1_15240_15252
127,-128,307,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
128,-129,309,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
129,-130,307,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
130,-131,305,3,0,0,left,HG00118_realigned.bam,chr1_15240_15252
131,-132,307,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
132,-133,307,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
133,-134,306,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
134,-135,307,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
135,-136,302,3,0,0,left,HG00118_realigned.bam,chr1_15240_15252
136,-137,303,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
137,-138,305,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
138,-139,304,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
139,-140,302,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
140,-141,301,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
141,-142,303,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
142,-143,301,2,2,0,left,HG00118_realigned.bam,chr1_15240_15252
143,-144,303,0,2,0,left,HG00118_realigned.bam,chr1_15240_15252
144,-145,300,2,2,0,left,HG00118_realigned.bam,chr1_15240_15252
145,-146,299,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
146,-147,299,2,0,0,left,HG00118_realigned.bam,chr1_15240_15252
147,-148,296,3,0,0,left,HG00118_realigned.bam,chr1_15240_15252
148,-149,298,1,0,0,left,HG00118_realigned.bam,chr1_15240_15252
149,-150,293,0,0,0,left,HG00118_realigned.bam,chr1_15240_15252
150,1,339,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
151,2,338,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
152,3,339,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
153,4,339,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
154,5,338,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
155,6,334,4,0,0,right,HG00118_realigned.bam,chr1_15240_15252
156,7,337,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
157,8,338,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
158,9,338,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
159,10,337,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
160,11,334,3,0,0,right,HG00118_realigned.bam,chr1_15240_15252
161,12,336,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
162,13,335,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
163,14,336,0,1,0,right,HG00118_realigned.bam,chr1_15240_15252
164,15,336,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
165,16,334,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
166,17,335,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
167,18,334,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
168,19,334,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
169,20,335,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
170,21,333,2,1,0,right,HG00118_realigned.bam,chr1_15240_15252
171,22,287,46,0,0,right,HG00118_realigned.bam,chr1_15240_15252
172,23,331,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
173,24,329,4,0,0,right,HG00118_realigned.bam,chr1_15240_15252
174,25,332,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
175,26,332,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
176,27,331,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
177,28,330,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
178,29,330,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
179,30,328,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
180,31,328,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
181,32,326,3,0,0,right,HG00118_realigned.bam,chr1_15240_15252
182,33,328,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
183,34,327,2,1,0,right,HG00118_realigned.bam,chr1_15240_15252
184,35,325,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
185,36,326,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
186,37,326,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
187,38,326,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
188,39,325,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
189,40,325,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
190,41,325,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
191,42,324,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
192,43,325,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
193,44,324,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
194,45,325,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
195,46,324,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
196,47,324,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
197,48,324,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
198,49,325,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
199,50,324,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
200,51,325,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
201,52,325,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
202,53,325,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
203,54,321,3,0,0,right,HG00118_realigned.bam,chr1_15240_15252
204,55,322,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
205,56,324,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
206,57,324,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
207,58,321,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
208,59,320,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
209,60,319,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
210,61,317,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
211,62,315,3,1,0,right,HG00118_realigned.bam,chr1_15240_15252
212,63,317,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
213,64,315,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
214,65,315,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
215,66,314,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
216,67,314,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
217,68,313,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
218,69,314,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
219,70,314,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
220,71,311,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
221,72,311,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
222,73,312,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
223,74,313,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
224,75,312,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
225,76,311,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
226,77,312,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
227,78,312,0,1,0,right,HG00118_realigned.bam,chr1_15240_15252
228,79,307,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
229,80,306,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
230,81,305,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
231,82,305,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
232,83,304,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
233,84,303,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
234,85,300,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
235,86,299,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
236,87,300,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
237,88,298,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
238,89,297,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
239,90,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
240,91,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
241,92,298,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
242,93,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
243,94,298,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
244,95,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
245,96,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
246,97,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
247,98,299,0,1,0,right,HG00118_realigned.bam,chr1_15240_15252
248,99,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
249,100,297,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
250,101,297,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
251,102,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
252,103,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
253,104,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
254,105,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
255,106,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
256,107,297,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
257,108,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
258,109,297,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
259,110,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
260,111,299,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
261,112,298,1,2,0,right,HG00118_realigned.bam,chr1_15240_15252
262,113,294,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
263,114,293,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
264,115,295,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
265,116,292,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
266,117,294,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
267,118,293,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
268,119,294,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
269,120,294,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
270,121,294,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
271,122,294,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
272,123,293,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
273,124,292,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
274,125,292,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
275,126,292,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
276,127,292,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
277,128,290,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
278,129,291,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
279,130,291,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
280,131,288,3,0,0,right,HG00118_realigned.bam,chr1_15240_15252
281,132,291,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
282,133,290,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
283,134,291,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
284,135,290,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
285,136,289,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
286,137,288,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
287,138,288,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
288,139,287,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
289,140,286,1,1,0,right,HG00118_realigned.bam,chr1_15240_15252
290,141,286,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
291,142,287,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
292,143,287,0,2,0,right,HG00118_realigned.bam,chr1_15240_15252
293,144,284,3,0,0,right,HG00118_realigned.bam,chr1_15240_15252
294,145,286,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
295,146,287,0,1,0,right,HG00118_realigned.bam,chr1_15240_15252
296,147,287,0,2,0,right,HG00118_realigned.bam,chr1_15240_15252
297,148,285,2,0,0,right,HG00118_realigned.bam,chr1_15240_15252
298,149,285,1,0,0,right,HG00118_realigned.bam,chr1_15240_15252
299,150,265,0,0,0,right,HG00118_realigned.bam,chr1_15240_15252
0,-1,386,14,0,15,left,HG00118_realigned.bam,chr1_16712_16727
1,-2,373,26,0,13,left,HG00118_realigned.bam,chr1_16712_16727
2,-3,380,19,0,20,left,HG00118_realigned.bam,chr1_16712_16727
3,-4,383,13,0,14,left,HG00118_realigned.bam,chr1_16712_16727
4,-5,374,22,0,9,left,HG00118_realigned.bam,chr1_16712_16727
5,-6,379,16,0,5,left,HG00118_realigned.bam,chr1_16712_16727
6,-7,377,17,0,3,left,HG00118_realigned.bam,chr1_16712_16727
7,-8,385,8,0,2,left,HG00118_realigned.bam,chr1_16712_16727
8,-9,389,4,3,4,left,HG00118_realigned.bam,chr1_16712_16727
9,-10,373,19,0,3,left,HG00118_realigned.bam,chr1_16712_16727
10,-11,380,9,1,5,left,HG00118_realigned.bam,chr1_16712_16727
11,-12,370,19,1,1,left,HG00118_realigned.bam,chr1_16712_16727
12,-13,366,23,1,4,left,HG00118_realigned.bam,chr1_16712_16727
13,-14,375,13,0,1,left,HG00118_realigned.bam,chr1_16712_16727
14,-15,382,5,0,2,left,HG00118_realigned.bam,chr1_16712_16727
15,-16,375,12,2,0,left,HG00118_realigned.bam,chr1_16712_16727
16,-17,380,7,4,2,left,HG00118_realigned.bam,chr1_16712_16727
17,-18,374,11,2,4,left,HG00118_realigned.bam,chr1_16712_16727
18,-19,369,14,2,2,left,HG00118_realigned.bam,chr1_16712_16727
19,-20,367,16,1,3,left,HG00118_realigned.bam,chr1_16712_16727
20,-21,373,10,0,1,left,HG00118_realigned.bam,chr1_16712_16727
21,-22,372,9,0,0,left,HG00118_realigned.bam,chr1_16712_16727
22,-23,372,8,0,1,left,HG00118_realigned.bam,chr1_16712_16727
23,-24,375,5,0,1,left,HG00118_realigned.bam,chr1_16712_16727
24,-25,371,8,0,0,left,HG00118_realigned.bam,chr1_16712_16727
25,-26,371,8,0,0,left,HG00118_realigned.bam,chr1_16712_16727
26,-27,375,4,0,1,left,HG00118_realigned.bam,chr1_16712_16727
27,-28,369,10,0,0,left,HG00118_realigned.bam,chr1_16712_16727
28,-29,360,18,0,0,left,HG00118_realigned.bam,chr1_16712_16727
29,-30,365,13,0,2,left,HG00118_realigned.bam,chr1_16712_16727
30,-31,363,14,0,0,left,HG00118_realigned.bam,chr1_16712_16727
31,-32,370,7,0,0,left,HG00118_realigned.bam,chr1_16712_16727
32,-33,370,6,0,0,left,HG00118_realigned.bam,chr1_16712_16727
33,-34,368,8,1,0,left,HG00118_realigned.bam,chr1_16712_16727
34,-35,364,10,1,0,left,HG00118_realigned.bam,chr1_16712_16727
35,-36,370,4,0,1,left,HG00118_realigned.bam,chr1_16712_16727
36,-37,372,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
37,-38,366,7,1,1,left,HG00118_realigned.bam,chr1_16712_16727
38,-39,357,16,3,0,left,HG00118_realigned.bam,chr1_16712_16727
39,-40,362,11,0,0,left,HG00118_realigned.bam,chr1_16712_16727
40,-41,364,7,0,0,left,HG00118_realigned.bam,chr1_16712_16727
41,-42,360,10,1,0,left,HG00118_realigned.bam,chr1_16712_16727
42,-43,359,9,0,0,left,HG00118_realigned.bam,chr1_16712_16727
43,-44,357,8,0,0,left,HG00118_realigned.bam,chr1_16712_16727
44,-45,358,7,0,0,left,HG00118_realigned.bam,chr1_16712_16727
45,-46,357,8,0,0,left,HG00118_realigned.bam,chr1_16712_16727
46,-47,346,17,0,0,left,HG00118_realigned.bam,chr1_16712_16727
47,-48,357,5,2,1,left,HG00118_realigned.bam,chr1_16712_16727
48,-49,361,1,0,2,left,HG00118_realigned.bam,chr1_16712_16727
49,-50,359,3,0,2,left,HG00118_realigned.bam,chr1_16712_16727
50,-51,357,4,1,2,left,HG00118_realigned.bam,chr1_16712_16727
51,-52,355,5,0,1,left,HG00118_realigned.bam,chr1_16712_16727
52,-53,350,9,0,1,left,HG00118_realigned.bam,chr1_16712_16727
53,-54,350,9,0,0,left,HG00118_realigned.bam,chr1_16712_16727
54,-55,351,8,0,3,left,HG00118_realigned.bam,chr1_16712_16727
55,-56,348,9,0,1,left,HG00118_realigned.bam,chr1_16712_16727
56,-57,351,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
57,-58,349,3,1,0,left,HG00118_realigned.bam,chr1_16712_16727
58,-59,351,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
59,-60,347,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
60,-61,347,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
61,-62,341,6,0,0,left,HG00118_realigned.bam,chr1_16712_16727
62,-63,341,3,2,0,left,HG00118_realigned.bam,chr1_16712_16727
63,-64,343,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
64,-65,342,2,1,0,left,HG00118_realigned.bam,chr1_16712_16727
65,-66,338,6,1,0,left,HG00118_realigned.bam,chr1_16712_16727
66,-67,340,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
67,-68,340,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
68,-69,340,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
69,-70,338,3,0,0,left,HG00118_realigned.bam,chr1_16712_16727
70,-71,339,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
71,-72,338,2,1,1,left,HG00118_realigned.bam,chr1_16712_16727
72,-73,339,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
73,-74,338,2,0,1,left,HG00118_realigned.bam,chr1_16712_16727
74,-75,338,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
75,-76,334,5,1,0,left,HG00118_realigned.bam,chr1_16712_16727
76,-77,338,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
77,-78,335,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
78,-79,334,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
79,-80,332,4,1,1,left,HG00118_realigned.bam,chr1_16712_16727
80,-81,334,2,1,0,left,HG00118_realigned.bam,chr1_16712_16727
81,-82,331,5,0,0,left,HG00118_realigned.bam,chr1_16712_16727
82,-83,336,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
83,-84,334,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
84,-85,331,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
85,-86,329,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
86,-87,329,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
87,-88,331,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
88,-89,331,0,2,0,left,HG00118_realigned.bam,chr1_16712_16727
89,-90,329,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
90,-91,331,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
91,-92,330,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
92,-93,329,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
93,-94,326,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
94,-95,327,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
95,-96,321,7,0,0,left,HG00118_realigned.bam,chr1_16712_16727
96,-97,325,3,1,0,left,HG00118_realigned.bam,chr1_16712_16727
97,-98,327,1,3,0,left,HG00118_realigned.bam,chr1_16712_16727
98,-99,326,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
99,-100,326,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
100,-101,324,3,0,0,left,HG00118_realigned.bam,chr1_16712_16727
101,-102,326,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
102,-103,327,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
103,-104,327,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
104,-105,326,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
105,-106,323,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
106,-107,323,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
107,-108,322,2,1,0,left,HG00118_realigned.bam,chr1_16712_16727
108,-109,322,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
109,-110,323,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
110,-111,322,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
111,-112,319,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
112,-113,320,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
113,-114,318,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
114,-115,315,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
115,-116,316,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
116,-117,315,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
117,-118,315,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
118,-119,311,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
119,-120,312,3,0,0,left,HG00118_realigned.bam,chr1_16712_16727
120,-121,314,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
121,-122,313,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
122,-123,313,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
123,-124,314,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
124,-125,314,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
125,-126,309,3,0,0,left,HG00118_realigned.bam,chr1_16712_16727
126,-127,312,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
127,-128,309,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
128,-129,310,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
129,-130,307,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
130,-131,305,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
131,-132,305,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
132,-133,304,3,1,0,left,HG00118_realigned.bam,chr1_16712_16727
133,-134,304,2,0,0,left,HG00118_realigned.bam,chr1_16712_16727
134,-135,302,4,0,0,left,HG00118_realigned.bam,chr1_16712_16727
135,-136,305,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
136,-137,302,3,0,0,left,HG00118_realigned.bam,chr1_16712_16727
137,-138,305,0,1,0,left,HG00118_realigned.bam,chr1_16712_16727
138,-139,305,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
139,-140,303,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
140,-141,304,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
141,-142,301,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
142,-143,301,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
143,-144,301,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
144,-145,300,2,1,0,left,HG00118_realigned.bam,chr1_16712_16727
145,-146,301,1,0,0,left,HG00118_realigned.bam,chr1_16712_16727
146,-147,302,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
147,-148,302,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
148,-149,302,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
149,-150,279,0,0,0,left,HG00118_realigned.bam,chr1_16712_16727
150,1,693,0,0,0,right,HG00118_realigned.bam,chr1_16712_16727
151,2,692,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
152,3,690,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
153,4,645,47,0,8,right,HG00118_realigned.bam,chr1_16712_16727
154,5,689,3,0,1,right,HG00118_realigned.bam,chr1_16712_16727
155,6,685,5,0,7,right,HG00118_realigned.bam,chr1_16712_16727
156,7,658,31,0,5,right,HG00118_realigned.bam,chr1_16712_16727
157,8,685,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
158,9,682,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
159,10,677,9,0,0,right,HG00118_realigned.bam,chr1_16712_16727
160,11,682,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
161,12,680,4,2,0,right,HG00118_realigned.bam,chr1_16712_16727
162,13,676,8,4,5,right,HG00118_realigned.bam,chr1_16712_16727
163,14,679,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
164,15,674,9,1,0,right,HG00118_realigned.bam,chr1_16712_16727
165,16,679,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
166,17,681,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
167,18,681,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
168,19,681,2,0,0,right,HG00118_realigned.bam,chr1_16712_16727
169,20,677,4,0,0,right,HG00118_realigned.bam,chr1_16712_16727
170,21,680,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
171,22,675,3,0,0,right,HG00118_realigned.bam,chr1_16712_16727
172,23,676,1,0,0,right,HG00118_realigned.bam,chr1_16712_16727
173,24,674,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
174,25,671,5,0,0,right,HG00118_realigned.bam,chr1_16712_16727
175,26,672,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
176,27,673,2,1,0,right,HG00118_realigned.bam,chr1_16712_16727
177,28,671,3,1,0,right,HG00118_realigned.bam,chr1_16712_16727
178,29,674,0,1,0,right,HG00118_realigned.bam,chr1_16712_16727
